first_pref,age_group,gender,education,division,state,ALP_supporter
ALP,ages45to59,Female,gradDipDipCertIIIandIV,Jagajaga,VIC,1
LNP,ages30to44,Male,bachelorDegree,Kennedy,QLD,0
LNP,ages30to44,Female,bachelorDegree,Dickson,QLD,0
LNP,ages18to29,Female,bachelorDegree,Casey,VIC,0
Unsure,ages18to29,Female,bachelorDegree,Forde,QLD,0
LNP,ages30to44,Male,highSchoolorCertIorIIorLess,Blair,QLD,0
GRN,ages30to44,Male,postgraduateDegree,Ryan,QLD,0
ALP,ages45to59,Male,highSchoolorCertIorIIorLess,Deakin,VIC,1
LNP,ages30to44,Male,bachelorDegree,Cowan,WA,0
GRN,ages30to44,Male,gradDipDipCertIIIandIV,Boothby,SA,0
ALP,ages30to44,Female,highSchoolorCertIorIIorLess,Grey,SA,1
LNP,ages45to59,Male,gradDipDipCertIIIandIV,Forrest,WA,0
LNP,ages45to59,Male,highSchoolorCertIorIIorLess,Burt,WA,0
ALP,ages45to59,Male,highSchoolorCertIorIIorLess,Stirling,WA,1
LNP,ages45to59,Male,highSchoolorCertIorIIorLess,Burt,WA,0
Other,ages30to44,Male,highSchoolorCertIorIIorLess,Perth,WA,0
ALP,ages30to44,Female,highSchoolorCertIorIIorLess,Canning,WA,1
Unsure,ages30to44,Female,bachelorDegree,Mallee,VIC,0
LNP,ages30to44,Female,gradDipDipCertIIIandIV,Hasluck,WA,0
LNP,ages18to29,Female,postgraduateDegree,Ryan,QLD,0
LNP,ages45to59,Female,highSchoolorCertIorIIorLess,Bruce,VIC,0
ALP,ages30to44,Male,bachelorDegree,Brisbane,QLD,1
Other,ages18to29,Male,highSchoolorCertIorIIorLess,La Trobe,VIC,0
ALP,ages45to59,Male,gradDipDipCertIIIandIV,Whitlam,NSW,1
Unsure,ages45to59,Male,bachelorDegree,Page,NSW,0
LNP,ages45to59,Male,highSchoolorCertIorIIorLess,Nicholls,VIC,0
ALP,ages45to59,Female,gradDipDipCertIIIandIV,Wide Bay,QLD,1
LNP,ages45to59,Male,gradDipDipCertIIIandIV,Fadden,QLD,0
ALP,ages18to29,Female,highSchoolorCertIorIIorLess,Paterson,NSW,1
LNP,ages60plus,Male,highSchoolorCertIorIIorLess,Nicholls,VIC,0
GRN,ages18to29,Male,gradDipDipCertIIIandIV,Cooper,VIC,0
LNP,ages30to44,Male,gradDipDipCertIIIandIV,Isaacs,VIC,0
Other,ages30to44,Female,bachelorDegree,Dunkley,VIC,0
LNP,ages30to44,Male,gradDipDipCertIIIandIV,Dunkley,VIC,0
Other,ages30to44,Male,highSchoolorCertIorIIorLess,Lyons,TAS,0
LNP,ages30to44,Male,highSchoolorCertIorIIorLess,Hinkler,QLD,0
LNP,ages45to59,Male,bachelorDegree,Capricornia,QLD,0
LNP,ages18to29,Female,highSchoolorCertIorIIorLess,Mayo,SA,0
LNP,ages18to29,Female,bachelorDegree,Groom,QLD,0
ALP,ages18to29,Female,postgraduateDegree,Lilley,QLD,1
LNP,ages45to59,Female,bachelorDegree,Riverina,NSW,0
LNP,ages45to59,Male,gradDipDipCertIIIandIV,Moore,WA,0
LNP,ages18to29,Male,postgraduateDegree,Melbourne,VIC,0
LNP,ages45to59,Male,gradDipDipCertIIIandIV,New England,NSW,0
LNP,ages60plus,Female,highSchoolorCertIorIIorLess,Ryan,QLD,0
LNP,ages45to59,Female,postgraduateDegree,Rankin,QLD,0
GRN,ages45to59,Male,postgraduateDegree,Maribyrnong,VIC,0
ALP,ages18to29,Female,highSchoolorCertIorIIorLess,Holt,VIC,1
LNP,ages30to44,Male,postgraduateDegree,Casey,VIC,0
LNP,ages60plus,Male,bachelorDegree,Wentworth,NSW,0
LNP,ages18to29,Male,gradDipDipCertIIIandIV,Lalor,VIC,0
GRN,ages18to29,Female,bachelorDegree,Lilley,QLD,0
LNP,ages30to44,Male,highSchoolorCertIorIIorLess,Moncrieff,QLD,0
LNP,ages30to44,Male,bachelorDegree,Chisholm,VIC,0
LNP,ages18to29,Male,highSchoolorCertIorIIorLess,Macquarie,NSW,0
ALP,ages18to29,Female,bachelorDegree,Farrer,NSW,1
LNP,ages30to44,Male,bachelorDegree,Indi,VIC,0
LNP,ages45to59,Male,highSchoolorCertIorIIorLess,Braddon,TAS,0
LNP,ages30to44,Male,bachelorDegree,Moreton,QLD,0
GRN,ages18to29,Female,postgraduateDegree,Fraser,VIC,0
LNP,ages30to44,Male,highSchoolorCertIorIIorLess,Bean,ACT,0
ALP,ages30to44,Male,gradDipDipCertIIIandIV,Bendigo,VIC,1
LNP,ages18to29,Female,postgraduateDegree,Melbourne,VIC,0
LNP,ages18to29,Male,gradDipDipCertIIIandIV,Capricornia,QLD,0
ALP,ages45to59,Male,postgraduateDegree,Hunter,NSW,1
GRN,ages30to44,Male,bachelorDegree,Maribyrnong,VIC,0
ALP,ages18to29,Male,highSchoolorCertIorIIorLess,Gellibrand,VIC,1
ALP,ages30to44,Female,gradDipDipCertIIIandIV,Scullin,VIC,1
ALP,ages45to59,Female,gradDipDipCertIIIandIV,Jagajaga,VIC,1
ALP,ages45to59,Male,highSchoolorCertIorIIorLess,Forrest,WA,1
LNP,ages45to59,Male,highSchoolorCertIorIIorLess,Hasluck,WA,0
ALP,ages45to59,Male,gradDipDipCertIIIandIV,Durack,WA,1
ALP,ages30to44,Male,postgraduateDegree,Riverina,NSW,1
LNP,ages30to44,Female,gradDipDipCertIIIandIV,Richmond,NSW,0
GRN,ages30to44,Male,highSchoolorCertIorIIorLess,Mayo,SA,0
ALP,ages45to59,Female,postgraduateDegree,Forde,QLD,1
ALP,ages18to29,Female,gradDipDipCertIIIandIV,Lindsay,NSW,1
LNP,ages30to44,Male,postgraduateDegree,Isaacs,VIC,0
Other,ages18to29,Female,postgraduateDegree,Grayndler,NSW,0
ALP,ages18to29,Female,postgraduateDegree,Bonner,QLD,1
ALP,ages18to29,Female,postgraduateDegree,Parramatta,NSW,1
Other,ages60plus,Male,gradDipDipCertIIIandIV,Kingston,SA,0
LNP,ages18to29,Female,gradDipDipCertIIIandIV,Swan,WA,0
ALP,ages18to29,Female,highSchoolorCertIorIIorLess,Maribyrnong,VIC,1
LNP,ages18to29,Male,bachelorDegree,Petrie,QLD,0
LNP,ages45to59,Female,bachelorDegree,Sturt,SA,0
LNP,ages30to44,Female,highSchoolorCertIorIIorLess,Hume,NSW,0
GRN,ages18to29,Male,bachelorDegree,Canberra,ACT,0
GRN,ages18to29,Female,bachelorDegree,Stirling,WA,0
LNP,ages18to29,Female,highSchoolorCertIorIIorLess,New England,NSW,0
LNP,ages18to29,Male,bachelorDegree,Scullin,VIC,0
LNP,ages30to44,Female,bachelorDegree,Calare,NSW,0
GRN,ages18to29,Female,bachelorDegree,Barton,NSW,0
GRN,ages18to29,Female,bachelorDegree,McPherson,QLD,0
LNP,ages18to29,Male,bachelorDegree,Stirling,WA,0
LNP,ages30to44,Male,gradDipDipCertIIIandIV,Sturt,SA,0
LNP,ages18to29,Male,highSchoolorCertIorIIorLess,Scullin,VIC,0
ALP,ages30to44,Male,gradDipDipCertIIIandIV,Kingston,SA,1
Other,ages18to29,Male,highSchoolorCertIorIIorLess,Adelaide,SA,0
LNP,ages30to44,Male,highSchoolorCertIorIIorLess,Mayo,SA,0
ALP,ages45to59,Male,bachelorDegree,Fadden,QLD,1
ALP,ages45to59,Male,bachelorDegree,Hunter,NSW,1
ALP,ages18to29,Male,gradDipDipCertIIIandIV,Isaacs,VIC,1
LNP,ages18to29,Female,bachelorDegree,Kingston,SA,0
LNP,ages45to59,Male,highSchoolorCertIorIIorLess,Bennelong,NSW,0
ALP,ages18to29,Male,gradDipDipCertIIIandIV,Isaacs,VIC,1
ALP,ages18to29,Male,bachelorDegree,Dawson,QLD,1
Unsure,ages30to44,Male,gradDipDipCertIIIandIV,Gellibrand,VIC,0
ALP,ages30to44,Female,gradDipDipCertIIIandIV,Kingston,SA,1
LNP,ages18to29,Female,bachelorDegree,Aston,VIC,0
LNP,ages30to44,Male,bachelorDegree,Dunkley,VIC,0
GRN,ages18to29,Female,highSchoolorCertIorIIorLess,Casey,VIC,0
GRN,ages18to29,Female,highSchoolorCertIorIIorLess,McEwen,VIC,0
ALP,ages45to59,Male,highSchoolorCertIorIIorLess,Sturt,SA,1
Other,ages30to44,Male,bachelorDegree,Bowman,QLD,0
Other,ages18to29,Male,postgraduateDegree,Moreton,QLD,0
LNP,ages45to59,Female,highSchoolorCertIorIIorLess,Lilley,QLD,0
LNP,ages60plus,Male,postgraduateDegree,Cunningham,NSW,0
ALP,ages18to29,Male,bachelorDegree,Swan,WA,1
ALP,ages30to44,Male,highSchoolorCertIorIIorLess,Fadden,QLD,1
LNP,ages18to29,Male,bachelorDegree,Wright,QLD,0
ALP,ages18to29,Male,highSchoolorCertIorIIorLess,Hughes,NSW,1
LNP,ages45to59,Male,highSchoolorCertIorIIorLess,Parramatta,NSW,0
Unsure,ages30to44,Female,gradDipDipCertIIIandIV,Flinders,VIC,0
LNP,ages18to29,Female,gradDipDipCertIIIandIV,Lindsay,NSW,0
LNP,ages18to29,Female,postgraduateDegree,Higgins,VIC,0
GRN,ages18to29,Female,gradDipDipCertIIIandIV,Lilley,QLD,0
LNP,ages45to59,Male,gradDipDipCertIIIandIV,Parkes,NSW,0
Other,ages30to44,Male,highSchoolorCertIorIIorLess,Melbourne,VIC,0
GRN,ages18to29,Male,gradDipDipCertIIIandIV,Bowman,QLD,0
GRN,ages18to29,Male,bachelorDegree,Ryan,QLD,0
ALP,ages45to59,Female,highSchoolorCertIorIIorLess,Fairfax,QLD,1
Other,ages30to44,Male,gradDipDipCertIIIandIV,Flynn,QLD,0
ALP,ages30to44,Female,highSchoolorCertIorIIorLess,Spence,SA,1
LNP,ages30to44,Female,postgraduateDegree,Hindmarsh,SA,0
ALP,ages18to29,Male,highSchoolorCertIorIIorLess,Bean,ACT,1
ALP,ages30to44,Female,gradDipDipCertIIIandIV,Hunter,NSW,1
LNP,ages18to29,Male,highSchoolorCertIorIIorLess,Casey,VIC,0
ALP,ages45to59,Female,bachelorDegree,Bean,ACT,1
ALP,ages18to29,Male,gradDipDipCertIIIandIV,Sydney,NSW,1
Other,ages30to44,Male,gradDipDipCertIIIandIV,Lilley,QLD,0
ALP,ages30to44,Female,highSchoolorCertIorIIorLess,Brisbane,QLD,1
LNP,ages18to29,Male,bachelorDegree,Perth,WA,0
GRN,ages18to29,Male,postgraduateDegree,Macquarie,NSW,0
LNP,ages45to59,Male,highSchoolorCertIorIIorLess,McMahon,NSW,0
GRN,ages18to29,Male,bachelorDegree,Wide Bay,QLD,0
Other,ages45to59,Female,highSchoolorCertIorIIorLess,Solomon,NT,0
ALP,ages30to44,Male,gradDipDipCertIIIandIV,Eden-Monaro,NSW,1
Other,ages18to29,Male,bachelorDegree,Dunkley,VIC,0
ALP,ages60plus,Male,highSchoolorCertIorIIorLess,Canberra,ACT,1
ALP,ages18to29,Female,highSchoolorCertIorIIorLess,Blair,QLD,1
ALP,ages45to59,Female,highSchoolorCertIorIIorLess,Macarthur,NSW,1
GRN,ages18to29,Male,postgraduateDegree,Griffith,QLD,0
LNP,ages18to29,Female,gradDipDipCertIIIandIV,Casey,VIC,0
Other,ages30to44,Female,gradDipDipCertIIIandIV,Fadden,QLD,0
ALP,ages18to29,Female,highSchoolorCertIorIIorLess,Grayndler,NSW,1
ALP,ages18to29,Female,highSchoolorCertIorIIorLess,Calwell,VIC,1
Other,ages30to44,Male,postgraduateDegree,Greenway,NSW,0
LNP,ages45to59,Female,bachelorDegree,Lindsay,NSW,0
ALP,ages18to29,Female,highSchoolorCertIorIIorLess,Sydney,NSW,1
LNP,ages18to29,Female,gradDipDipCertIIIandIV,Chifley,NSW,0
LNP,ages18to29,Female,postgraduateDegree,Barton,NSW,0
ALP,ages30to44,Female,postgraduateDegree,Scullin,VIC,1
LNP,ages45to59,Male,gradDipDipCertIIIandIV,Aston,VIC,0
ALP,ages45to59,Male,gradDipDipCertIIIandIV,Bruce,VIC,1
GRN,ages60plus,Male,highSchoolorCertIorIIorLess,Flinders,VIC,0
Other,ages30to44,Female,postgraduateDegree,Gorton,VIC,0
GRN,ages30to44,Female,postgraduateDegree,Wills,VIC,0
Other,ages30to44,Female,gradDipDipCertIIIandIV,Kingsford Smith,NSW,0
LNP,ages45to59,Male,highSchoolorCertIorIIorLess,Corangamite,VIC,0
GRN,ages18to29,Female,bachelorDegree,Macnamara,VIC,0
ALP,ages18to29,Female,postgraduateDegree,Curtin,WA,1
ALP,ages18to29,Female,postgraduateDegree,Sydney,NSW,1
LNP,ages45to59,Male,gradDipDipCertIIIandIV,Riverina,NSW,0
ALP,ages45to59,Male,highSchoolorCertIorIIorLess,Fenner,ACT,1
LNP,ages45to59,Female,highSchoolorCertIorIIorLess,Page,NSW,0
Other,ages30to44,Male,highSchoolorCertIorIIorLess,Grey,SA,0
LNP,ages60plus,Male,highSchoolorCertIorIIorLess,Barker,SA,0
LNP,ages45to59,Female,highSchoolorCertIorIIorLess,Clark,TAS,0
Other,ages45to59,Female,highSchoolorCertIorIIorLess,Parkes,NSW,0
Other,ages45to59,Male,gradDipDipCertIIIandIV,New England,NSW,0
ALP,ages30to44,Female,postgraduateDegree,Cowper,NSW,1
ALP,ages60plus,Male,highSchoolorCertIorIIorLess,Capricornia,QLD,1
LNP,ages45to59,Male,bachelorDegree,Barker,SA,0
ALP,ages30to44,Female,gradDipDipCertIIIandIV,Durack,WA,1
ALP,ages18to29,Female,highSchoolorCertIorIIorLess,Dickson,QLD,1
Unsure,ages30to44,Female,highSchoolorCertIorIIorLess,Makin,SA,0
ALP,ages30to44,Male,gradDipDipCertIIIandIV,Bowman,QLD,1
ALP,ages45to59,Female,highSchoolorCertIorIIorLess,McEwen,VIC,1
ALP,ages18to29,Male,gradDipDipCertIIIandIV,Wannon,VIC,1
Other,ages45to59,Male,highSchoolorCertIorIIorLess,Grey,SA,0
Other,ages30to44,Male,bachelorDegree,Gilmore,NSW,0
LNP,ages30to44,Male,bachelorDegree,Wannon,VIC,0
Other,ages30to44,Male,highSchoolorCertIorIIorLess,O'Connor,WA,0
Other,ages45to59,Female,gradDipDipCertIIIandIV,Lalor,VIC,0
LNP,ages45to59,Male,highSchoolorCertIorIIorLess,Pearce,WA,0
Unsure,ages45to59,Male,gradDipDipCertIIIandIV,Hinkler,QLD,0
LNP,ages18to29,Female,bachelorDegree,Stirling,WA,0
LNP,ages60plus,Female,highSchoolorCertIorIIorLess,Monash,VIC,0
Unsure,ages45to59,Male,highSchoolorCertIorIIorLess,Gippsland,VIC,0
LNP,ages30to44,Female,gradDipDipCertIIIandIV,Grey,SA,0
Unsure,ages30to44,Female,bachelorDegree,Maribyrnong,VIC,0
LNP,ages30to44,Female,highSchoolorCertIorIIorLess,Dickson,QLD,0
LNP,ages18to29,Female,bachelorDegree,Dickson,QLD,0
Other,ages30to44,Male,highSchoolorCertIorIIorLess,Dickson,QLD,0
LNP,ages45to59,Male,gradDipDipCertIIIandIV,Parkes,NSW,0
LNP,ages45to59,Male,highSchoolorCertIorIIorLess,Griffith,QLD,0
Other,ages45to59,Male,bachelorDegree,Maranoa,QLD,0
LNP,ages45to59,Female,postgraduateDegree,Wannon,VIC,0
LNP,ages30to44,Female,highSchoolorCertIorIIorLess,Farrer,NSW,0
Unsure,ages45to59,Female,gradDipDipCertIIIandIV,Spence,SA,0
LNP,ages30to44,Male,highSchoolorCertIorIIorLess,Fairfax,QLD,0
Other,ages45to59,Male,gradDipDipCertIIIandIV,Kingston,SA,0
LNP,ages30to44,Male,highSchoolorCertIorIIorLess,Melbourne,VIC,0
LNP,ages18to29,Male,postgraduateDegree,Farrer,NSW,0
ALP,ages45to59,Female,highSchoolorCertIorIIorLess,O'Connor,WA,1
ALP,ages45to59,Male,gradDipDipCertIIIandIV,Paterson,NSW,1
GRN,ages30to44,Female,postgraduateDegree,Macquarie,NSW,0
LNP,ages60plus,Male,bachelorDegree,Robertson,NSW,0
LNP,ages30to44,Female,postgraduateDegree,Dawson,QLD,0
ALP,ages60plus,Male,postgraduateDegree,Fremantle,WA,1
LNP,ages45to59,Male,highSchoolorCertIorIIorLess,Parkes,NSW,0
ALP,ages45to59,Male,bachelorDegree,Scullin,VIC,1
ALP,ages30to44,Male,highSchoolorCertIorIIorLess,Ballarat,VIC,1
LNP,ages45to59,Male,bachelorDegree,Ryan,QLD,0
LNP,ages30to44,Male,bachelorDegree,Durack,WA,0
ALP,ages45to59,Female,postgraduateDegree,Greenway,NSW,1
Other,ages60plus,Male,highSchoolorCertIorIIorLess,Makin,SA,0
LNP,ages60plus,Female,highSchoolorCertIorIIorLess,Grey,SA,0
LNP,ages60plus,Male,highSchoolorCertIorIIorLess,Reid,NSW,0
Other,ages60plus,Male,bachelorDegree,Bendigo,VIC,0
ALP,ages30to44,Male,bachelorDegree,Fenner,ACT,1
ALP,ages30to44,Female,highSchoolorCertIorIIorLess,Page,NSW,1
LNP,ages45to59,Female,postgraduateDegree,Dickson,QLD,0
ALP,ages45to59,Male,postgraduateDegree,Grey,SA,1
LNP,ages45to59,Female,highSchoolorCertIorIIorLess,Deakin,VIC,0
GRN,ages45to59,Female,highSchoolorCertIorIIorLess,New England,NSW,0
LNP,ages30to44,Male,gradDipDipCertIIIandIV,Mayo,SA,0
LNP,ages30to44,Male,gradDipDipCertIIIandIV,Lyne,NSW,0
ALP,ages45to59,Male,gradDipDipCertIIIandIV,Paterson,NSW,1
LNP,ages45to59,Male,gradDipDipCertIIIandIV,Bowman,QLD,0
LNP,ages45to59,Male,postgraduateDegree,Bradfield,NSW,0
LNP,ages30to44,Male,postgraduateDegree,Hindmarsh,SA,0
GRN,ages30to44,Female,postgraduateDegree,Bowman,QLD,0
Other,ages30to44,Female,highSchoolorCertIorIIorLess,Banks,NSW,0
LNP,ages18to29,Male,highSchoolorCertIorIIorLess,Blair,QLD,0
GRN,ages18to29,Male,highSchoolorCertIorIIorLess,Lalor,VIC,0
LNP,ages18to29,Female,bachelorDegree,Rankin,QLD,0
ALP,ages18to29,Female,bachelorDegree,Lalor,VIC,1
LNP,ages30to44,Male,gradDipDipCertIIIandIV,Eden-Monaro,NSW,0
ALP,ages18to29,Male,gradDipDipCertIIIandIV,Casey,VIC,1
Unsure,ages18to29,Male,highSchoolorCertIorIIorLess,Deakin,VIC,0
LNP,ages18to29,Male,highSchoolorCertIorIIorLess,Casey,VIC,0
LNP,ages45to59,Female,highSchoolorCertIorIIorLess,Sturt,SA,0
GRN,ages45to59,Female,gradDipDipCertIIIandIV,Maribyrnong,VIC,0
GRN,ages18to29,Male,bachelorDegree,Moreton,QLD,0
GRN,ages30to44,Female,highSchoolorCertIorIIorLess,Fairfax,QLD,0
GRN,ages30to44,Female,highSchoolorCertIorIIorLess,Casey,VIC,0
Other,ages18to29,Male,bachelorDegree,Griffith,QLD,0
LNP,ages45to59,Male,highSchoolorCertIorIIorLess,Spence,SA,0
ALP,ages45to59,Male,bachelorDegree,Dobell,NSW,1
Other,ages30to44,Male,gradDipDipCertIIIandIV,Brand,WA,0
ALP,ages18to29,Female,bachelorDegree,Swan,WA,1
LNP,ages18to29,Male,highSchoolorCertIorIIorLess,Blaxland,NSW,0
ALP,ages18to29,Female,highSchoolorCertIorIIorLess,Aston,VIC,1
LNP,ages30to44,Male,bachelorDegree,Lilley,QLD,0
ALP,ages30to44,Female,bachelorDegree,Hume,NSW,1
LNP,ages45to59,Female,highSchoolorCertIorIIorLess,Paterson,NSW,0
GRN,ages18to29,Male,bachelorDegree,Bradfield,NSW,0
ALP,ages18to29,Female,bachelorDegree,Higgins,VIC,1
ALP,ages30to44,Male,gradDipDipCertIIIandIV,Swan,WA,1
Other,ages30to44,Male,gradDipDipCertIIIandIV,Wright,QLD,0
LNP,ages45to59,Male,bachelorDegree,Stirling,WA,0
ALP,ages18to29,Male,postgraduateDegree,Sydney,NSW,1
ALP,ages45to59,Female,gradDipDipCertIIIandIV,Wills,VIC,1
LNP,ages30to44,Female,highSchoolorCertIorIIorLess,Pearce,WA,0
ALP,ages18to29,Female,gradDipDipCertIIIandIV,Fadden,QLD,1
ALP,ages45to59,Female,gradDipDipCertIIIandIV,Brisbane,QLD,1
GRN,ages18to29,Female,bachelorDegree,Bean,ACT,0
ALP,ages18to29,Male,bachelorDegree,Jagajaga,VIC,1
LNP,ages30to44,Male,bachelorDegree,Pearce,WA,0
ALP,ages45to59,Female,bachelorDegree,Fairfax,QLD,1
Unsure,ages18to29,Male,bachelorDegree,Canberra,ACT,0
LNP,ages60plus,Male,highSchoolorCertIorIIorLess,Kingston,SA,0
GRN,ages45to59,Female,bachelorDegree,Robertson,NSW,0
Other,ages30to44,Male,highSchoolorCertIorIIorLess,Barker,SA,0
LNP,ages18to29,Male,postgraduateDegree,Groom,QLD,0
Other,ages45to59,Female,bachelorDegree,Mayo,SA,0
ALP,ages18to29,Male,highSchoolorCertIorIIorLess,Canberra,ACT,1
ALP,ages30to44,Female,gradDipDipCertIIIandIV,Richmond,NSW,1
GRN,ages18to29,Male,gradDipDipCertIIIandIV,Moreton,QLD,0
ALP,ages18to29,Female,bachelorDegree,Hughes,NSW,1
GRN,ages45to59,Female,gradDipDipCertIIIandIV,Canning,WA,0
LNP,ages18to29,Female,postgraduateDegree,Melbourne,VIC,0
GRN,ages18to29,Male,gradDipDipCertIIIandIV,Wills,VIC,0
Other,ages18to29,Male,postgraduateDegree,Boothby,SA,0
GRN,ages30to44,Male,postgraduateDegree,Chisholm,VIC,0
ALP,ages18to29,Male,bachelorDegree,Isaacs,VIC,1
LNP,ages18to29,Male,postgraduateDegree,Lalor,VIC,0
Other,ages45to59,Male,bachelorDegree,McPherson,QLD,0
ALP,ages18to29,Female,gradDipDipCertIIIandIV,Corangamite,VIC,1
LNP,ages18to29,Female,bachelorDegree,Boothby,SA,0
Unsure,ages18to29,Male,postgraduateDegree,Chifley,NSW,0
ALP,ages30to44,Male,highSchoolorCertIorIIorLess,Fremantle,WA,1
LNP,ages18to29,Female,highSchoolorCertIorIIorLess,Chisholm,VIC,0
GRN,ages18to29,Male,bachelorDegree,Grayndler,NSW,0
ALP,ages30to44,Male,highSchoolorCertIorIIorLess,Swan,WA,1
LNP,ages45to59,Female,bachelorDegree,Curtin,WA,0
LNP,ages18to29,Male,bachelorDegree,Monash,VIC,0
